n,kappa,h,ref,seed,method,group_first,energy,delta_e,fidelity,epsilon_c,epsilon_sf,epsilon_mx,joint_pass,state_pass,observable_pass,seconds,nfev,nit,stop,archive,cnots,optimizer_success,raw_append_round_counter,pool_gradient_rounds,pool_derivatives,pool_parameter_shift_energy_evaluations,reoptimization_parameter_shift_energy_evaluations,optimizer_energy_evaluations,hardware_two_basis_circuit_evaluations_upper_bound,actual_hardware_executions,scope
8,0.65,0.3,ghz,11,cost,map,-5.50411063735004,0.0036162391935463667,0.5696386348797848,0.06698146379373304,0.020732646822578527,0.05483342568266064,False,False,False,5.287031084008049,8622,8152,budget,results/stage4_upgrade_v1/adaptive/cache/442f26f87cc647d10c3bfbea554043c4985b913c6c1fd4712ecf7cfed637029d.npz,127,False,2400,50,2400,4800,674342,8622,1375528,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.0,1.1,antiphase,23,cost,development,-10.795267347162792,4.0651487287490795e-08,0.9999999658453239,1.918161302172372e-05,9.037534668299152e-06,2.1462730276367026e-06,True,True,True,1.3118557079869788,3763,3510,budget,results/stage4_upgrade_v1/adaptive/cache/446c32afb42d950ff7050114699d864173a7767ee5643828f32c27d814ad3d6f.npz,128,True,2496,52,2496,4992,309428,3763,636366,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.325,0.15,plus,11,fixed,heldout,-4.217520063809353,0.15626155762548455,0.14760423750021712,0.9861510251312977,0.738066325204356,0.24966738622122348,False,False,False,0.007169165997765958,28,23,fixed_short,results/stage4_upgrade_v1/adaptive/cache/449224d84d19d3b621a50edf81726282927d9541c0119413c606db306b0e4e5d.npz,16,True,48,0,0,0,448,28,952,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.0,0.1,antiphase,11,cost,map,-8.020012361255091,2.152544520406252e-08,0.999999957994987,1.754643428331093e-07,1.2952478145589197e-07,1.3023791727850842e-06,True,True,True,0.07691675002570264,218,156,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/44cb5b9040634e1b1daa559a9274ea60f9e517829b8d9ca997dc7d065ff0ea85.npz,62,True,1008,22,1056,2112,4976,218,14612,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
12,0.3,1.0,antiphase,11,cost,n12,-14.346928837374001,0.0001535450531819175,0.9994445938726753,0.011305416823582177,0.006264438730947508,4.7505900693023406e-05,True,True,True,8.13472454098519,2515,2271,budget,results/stage4_upgrade_v1/adaptive/cache/44fd496399bcc1f29ad0ba7486fc63c0a987475e974898a6d5d43d1edcd5a758.npz,128,True,4176,58,4176,8352,227174,2515,476082,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.025,1.25,antiphase,11,cost,heldout,-11.645232570900962,4.9008167284370074e-06,0.9999964552612852,0.00014209542255572138,8.161299200898364e-05,2.7076610361276288e-05,True,True,True,2.8038966660096776,7823,7372,budget,results/stage4_upgrade_v1/adaptive/cache/451203230e40d284f9866c9b87e264d2858ebf864c113792d96d2760c9f788e8.npz,128,False,2544,53,2544,5088,655142,7823,1336106,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.85,1.5,antiphase,11,cost,map,-13.596349033354509,0.00015574264386231107,0.9998902455856351,0.0007083859452388652,0.00024435496234911924,0.00045255331215865446,True,True,True,3.7621325409854762,4761,4446,budget,results/stage4_upgrade_v1/adaptive/cache/451eeb6a773e90afcfe7b749fdebb9500311afef1ddeeffba8ad848c171e98bd.npz,128,True,2448,51,2448,4896,375854,4761,771022,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.45,1.9,ghz,11,cost,map,-16.17876450148414,2.2275012093508906e-05,0.9999880127345792,0.0004654216038063978,0.00020721703144241377,5.171045104157557e-05,True,True,True,6.768655584019143,10552,9933,budget,results/stage4_upgrade_v1/adaptive/cache/45332c9cd9a9b4bb9b31988394ae4ebbf0449912eda3c62a84290f936b8bd436.npz,95,False,2592,54,2592,5184,861298,10552,1754068,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.2,1.8,ghz,11,cost,map,-15.40671339748982,7.516511500993417e-06,0.9999944741030933,0.001195247234762319,0.0005039715942473377,1.551612679451253e-06,True,True,True,3.278966165991733,8082,7595,budget,results/stage4_upgrade_v1/adaptive/cache/454e65897b203ba071dc8ddbbcdc9655106cf85fef0981ba4e3a6bb7c1e472ae.npz,63,True,2544,53,2544,5088,670140,8082,1366620,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.2,0.9,antiphase,11,cost,map,-9.022349270338275,3.4564467751740935e-05,0.9999538258319923,0.004926456373384708,0.002411859379591541,0.0006460264331834553,True,True,True,4.1099428750167135,8715,8296,budget,results/stage4_upgrade_v1/adaptive/cache/456407738417d1ced4044123753111431f8c1d306a2280642a7683349e4e4679.npz,96,False,2592,54,2592,5184,734820,8715,1497438,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.8,0.4,plus,37,cost,development,-6.848860291079383,0.0003833296133317621,0.9982050471086537,0.009592180077403811,0.00281404907550048,0.006283355357194986,True,True,True,1.5458828340051696,4601,4294,budget,results/stage4_upgrade_v1/adaptive/cache/45a04ce7d0cbc120f095a6811146c3b8f8628e717415adb2eaf30d175e088472.npz,128,False,2496,52,2496,4992,384736,4601,788658,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.35,0.5,antiphase,11,cost,map,-6.371502073900164,0.00010713422470631784,0.9996822269890399,0.014196781067041205,0.006504791898016893,0.0004868367692955067,True,True,True,4.0617062090022955,7363,6958,budget,results/stage4_upgrade_v1/adaptive/cache/45a5eeed52dea795aa97e7e60d0839361cdfc7f6d22b5a3dff2edc8312ae7b5c.npz,128,False,2736,57,2736,5472,672982,7363,1371634,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
12,0.3,1.3,antiphase,11,cost,n12,-17.524715126975032,0.00027553815811742766,0.9992627158367483,0.012103615784225554,0.005747591640207883,0.00011172652637325697,True,True,True,4.332422374980524,1197,1020,budget,results/stage4_upgrade_v1/adaptive/cache/45aad8b706a568cec3afb3c98bbb454552fb53ed407d840575e07b4a77f849d5.npz,128,True,4248,59,4248,8496,87342,1197,194070,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
12,0.0,1.6,antiphase,11,cost,n12,-17.186592439810383,0.3283564383041231,0.23204872917428132,0.12587080143579232,0.03571936023044581,0.28389202483744636,False,False,False,4.837471332983114,1406,1245,budget,results/stage4_upgrade_v1/adaptive/cache/45b1b4b5ea77a1b1cb07487372d8c1087525a0f520f93f633e43a654995a32b5.npz,128,True,3888,54,3888,7776,105906,1406,230176,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,1.0,0.2,plus,11,cost,map,-8.080254720454462,0.0001354147698946484,0.5002604913158976,0.0005209159044516909,0.00016895838222474868,0.0027175814557605787,False,False,True,0.8117352499975823,1144,1029,energy_stagnation,results/stage4_upgrade_v1/adaptive/cache/45b8ef4b6298974a52380ce24cc0390e13a97ed2a9ae0728d8f71457fbfef7db.npz,64,True,1728,36,1728,3456,63540,1144,136280,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.1,0.1,plus,11,cost,map,-7.222246011166485,2.7571306349116753e-08,0.9999999364110613,3.4062644704846434e-07,2.384258974696962e-07,1.5695695575121404e-06,True,True,True,0.14248891701572575,312,243,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/45c8b0192f271a9dfb6f75738e3f1e87c828d6af1e6436ea41753e2e0bf46c37.npz,64,True,1296,28,1344,2688,10082,312,26164,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.05,0.5,antiphase,11,cost,map,-8.139067901553002,2.291652553054746e-06,0.9999975389457082,7.221476495233858e-05,3.959779348328141e-05,4.734183486321264e-05,True,True,True,2.9879923750122543,4455,4103,budget,results/stage4_upgrade_v1/adaptive/cache/45dbee5d043e57c816b687bd82a015be46819c977da8192e28a634efbf7b76f3.npz,128,True,2352,49,2352,4704,343704,4455,705726,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
12,0.0,0.1,ghz,11,cost,n12,-12.030010795010275,6.668374092910767e-07,0.9999979784584323,4.037929680733576e-06,3.363285975499508e-06,2.6989565239700364e-05,True,True,True,0.22711616699234582,129,81,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/4608b4ad70a951724f1a5203ff4570eb44dc2971e8bb0408ebcfee50537674b9.npz,63,True,1728,25,1800,3600,3336,129,14130,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.3,1.2,antiphase,37,fixed,development,-2.399999999999999,1.0710134982110622,0.01475669103723503,1.0412844654780018,0.3903710794606322,0.8912304353883841,False,False,False,0.002205540979048237,6,4,fixed_short,results/stage4_upgrade_v1/adaptive/cache/467026dfcea673874686e390c6618371d4b0d674ccb27b42ac4d8fb89233b784.npz,6,True,48,0,0,0,0,6,12,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.825,0.55,plus,11,gradient,heldout,-7.488423926444748,0.0020220364715954897,0.991219165810084,0.04423324500654102,0.01225882245964438,0.01830563246702127,False,True,False,1.1115146669908427,1721,1536,budget,results/stage4_upgrade_v1/adaptive/cache/46e01eab095e52943d2b56152ffbf053467ad949a87f7375f213fdc48d0bb6c7.npz,128,True,2256,47,2256,4512,122364,1721,257194,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.325,0.15,antiphase,11,cost,heldout,-5.467566311899677,5.77661419398634e-06,0.9999625293198545,0.00016076361877270795,0.00010989683227502489,0.00024865041201657667,True,True,True,2.724708624999039,5938,5466,budget,results/stage4_upgrade_v1/adaptive/cache/46e7d03a17ecdddebb6954856a7237c8f67da1d07cff26718e81d8c0f18934e3.npz,96,False,2352,49,2352,4704,448326,5938,917936,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.6,0.2,antiphase,11,cost,map,-4.9454033750287465,0.0007360512581708889,0.9741362290132969,0.07118883262758957,0.021185236514337735,0.033449443813458296,False,False,False,2.2253277090203483,3449,3183,budget,results/stage4_upgrade_v1/adaptive/cache/472746b1437eca536933e06a8f8f8c12fed55f4a106ad2e6d068f49d0c15edaf.npz,128,True,2256,47,2256,4512,251506,3449,518934,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.4,0.8,plus,11,cost,map,-8.182971227528544,0.00012647609951965677,0.9998460420410364,0.005102490618233008,0.001928001261749801,0.0005885845286401903,True,True,True,7.820751458988525,13405,12814,budget,results/stage4_upgrade_v1/adaptive/cache/47421326bc9d1485f915dc1ddb682f9d2fdc56c7bbe189375dbe576f93cec3b7.npz,96,False,2928,61,2928,5856,1192952,13405,2424426,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.85,0.5,plus,11,cost,map,-7.483516050084857,0.0006626879862834389,0.9977210513221725,0.014426250731767842,0.004166846117300449,0.007812361643863008,True,True,True,1.6252088749897666,2455,2248,budget,results/stage4_upgrade_v1/adaptive/cache/47601294cbc3a8b89a19694dcd9a9f2da0440a0fff70b6d177dc00261c70bba0.npz,128,False,2400,50,2400,4800,195684,2455,405878,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.025,0.85,ghz,11,fixed,heldout,-9.23191406230924,0.023535463917063737,0.8973398936355955,0.16589582625317822,0.11744801325457821,0.12461930799460263,False,False,False,0.002075750002404675,9,8,fixed_short,results/stage4_upgrade_v1/adaptive/cache/47bb743ddf22a7b7dbc8759b9463725259beba0bcb9036a05b79c49ff93dda2d.npz,23,True,48,0,0,0,144,9,306,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.25,0.2,antiphase,11,cost,map,-6.10789900287464,1.5465383631618757e-05,0.9999361027792598,0.0002716845308545768,0.00019321525217641522,0.0004725783205939693,True,True,True,1.7423392919881735,3962,3677,budget,results/stage4_upgrade_v1/adaptive/cache/47d1a9754587e5ed9b0a906f1990bf5bf093ce6d7f319ffa325988c772a9b6ac.npz,64,True,2160,45,2160,4320,289284,3962,595132,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.975,0.35,antiphase,11,cost,heldout,-8.064360551522693,8.848608200096031e-05,0.9998047216234225,0.0007933379313636024,0.0002673629615289608,0.0012108109906938946,True,True,True,0.9658924159884918,1943,1733,budget,results/stage4_upgrade_v1/adaptive/cache/47daa561ae4e0f4fc4753aed77de1d738053933186b1f4f58b4414788d72f23e.npz,64,True,2160,45,2160,4320,131366,1943,275258,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.0,0.2,plus,23,gradient,development,-8.080202556847542,2.829765310963239e-10,0.9999999995751805,2.2501692842347154e-08,1.361076040762299e-08,4.581935231229295e-08,True,True,True,0.2120681669912301,888,789,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/4838e8810d76c0010c48128e2840ff4056875db5c0498f7185e464002eda3a95.npz,94,True,1392,30,1440,2880,41696,888,90928,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.55,0.15,plus,11,fixed,development,-4.194341029442931,0.04744979100562996,0.3874115306686817,0.4284869924931903,0.16769017239526451,0.180917325913459,False,False,False,0.0061663340020459145,29,22,fixed_short,results/stage4_upgrade_v1/adaptive/cache/486c058930bd4076fb56faeeb96e02f352c8a07dca4c5c2fef4a52db930c98b9.npz,16,True,48,0,0,0,464,29,986,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.975,0.85,plus,11,fixed,heldout,-8.365550179546114,0.16882777906700253,0.5065185977010248,0.6396875826079348,0.23023628632536297,0.23089350113899243,False,False,False,0.0047861249768175185,12,11,fixed_short,results/stage4_upgrade_v1/adaptive/cache/48a82e9fc3adfcde612cbe1e0a5b45fdf25e57b97092fb7685eb55a9ef79934f.npz,16,True,48,0,0,0,192,12,408,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.55,2.0,plus,11,cost,map,-16.99137693049295,7.779981348310372e-05,0.9999583017858855,0.0013821342807949083,0.0005182315076620869,0.00015359622137722795,True,True,True,5.263743708987022,9358,8800,budget,results/stage4_upgrade_v1/adaptive/cache/48b6fb459a07bfff4f10603120c128f50f792deeb3af27c5d745e999315f4969.npz,64,True,2544,53,2544,5088,764816,9358,1558524,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.1,1.5,ghz,11,cost,map,-13.255326870494569,4.5251208727004055e-05,0.9999521204864404,0.004944643428916012,0.0019528367948418168,0.00029278609160665603,True,True,True,2.7751243749808054,7111,6737,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/48ce7569ce7fb36124a008cefa1da192c107c7faa15ed676640f7cd75a66fd73.npz,63,True,2448,52,2496,4992,567582,7111,1159370,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.975,1.25,ghz,11,fixed,heldout,-10.864193765531853,0.15944495729728714,0.5197043870786938,0.33570284415185403,0.09616640846704344,0.2079647405565539,False,False,False,0.005635124980472028,24,19,fixed_short,results/stage4_upgrade_v1/adaptive/cache/48d3cf74d845ef73b3099769d5fc1bf205b01c51f609d83198e51aeb178c6c4b.npz,23,True,48,0,0,0,384,24,816,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.3,0.4,antiphase,11,cost,development,-6.116952131572635,4.005536524021025e-05,0.9999091696821767,0.0003397018802426821,0.00016277687529697715,2.0339568954419462e-05,True,True,True,1.6900982920196839,5068,4748,budget,results/stage4_upgrade_v1/adaptive/cache/48d8084a6054071b8e8cc6e0298954cefdb1ba74002b20491682eb0b0e8556d1.npz,96,True,2496,52,2496,4992,404240,5068,828600,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.3,0.2,ghz,23,cost,development,-5.71620701365128,5.045102852119232e-05,0.9996544988850021,0.0010724910184544134,0.0007610589154622982,0.0015631721698778633,True,True,True,0.9479878750280477,3833,3558,budget,results/stage4_upgrade_v1/adaptive/cache/48d98421b505f18a948b534e490a35a63298bd32d2d56daac65eef77b53f4e8d.npz,63,True,1968,41,1968,3936,257904,3833,531346,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.5,0.15,plus,37,cost,development,-4.561084799885876,0.000945484422664733,0.9939771225474023,0.026632939739437145,0.006449675529117613,0.004629835982576935,False,True,False,2.2847410420072265,5883,5482,budget,results/stage4_upgrade_v1/adaptive/cache/48ef5c97800f28df67ff9492efe7b6b89ba5ff3326411b5e2f65322920f8cc13.npz,128,True,2832,59,2832,5664,491646,5883,1006386,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.45,0.1,plus,11,cost,map,-4.438538082061758,5.912081534575897e-05,0.9971804914089631,0.014915931522157533,0.009209416879022325,0.006625787773728187,True,True,True,6.712260291998973,10161,9621,budget,results/stage4_upgrade_v1/adaptive/cache/491b35346def5437c21fa77f20e9fab2ddcaacea5488f3a6b7a01784925a53ea.npz,96,False,2496,52,2496,4992,798524,10161,1627354,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.175,0.15,ghz,11,fixed,heldout,-6.654434586605154,4.0808245850065816e-05,0.9998697093015774,0.0002686602568272578,0.00020992944322106855,0.0010912559268424354,True,True,True,0.0029941660177428275,7,5,fixed_short,results/stage4_upgrade_v1/adaptive/cache/4936c3e5bcf427e69574f355cf9c94e9c084f061f2ba1ac19c3ef5396ff4d227.npz,23,True,48,0,0,0,112,7,238,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.4,0.4,ghz,11,cost,map,-5.771169378027571,0.000534711821892575,0.9981276358086332,0.03159886370793735,0.01461213976093853,0.0015981107347015078,False,True,False,2.046457707998343,4631,4318,budget,results/stage4_upgrade_v1/adaptive/cache/4979cd73e74cc0bda8c84539d5b4229baa81076285192b8c2017f9bb78d693e2.npz,127,True,2544,53,2544,5088,380158,4631,779754,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.85,0.7,ghz,11,cost,map,-8.303781020607325,0.002767702549276718,0.9927966307600238,0.036230058668906606,0.010230296525274407,0.004882196713079212,False,True,False,0.9179510420071892,1805,1599,budget,results/stage4_upgrade_v1/adaptive/cache/49821683ec4ab9a1b038d51a45fefaddde31e14f98bbaa28925878bea9b1c5c7.npz,127,True,2352,49,2352,4704,114680,1805,242378,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.85,2.0,antiphase,11,cost,map,-17.29028173124955,0.00014191417116116156,0.9999239510015022,0.0007085216501730093,0.000265524216602947,0.00032079290296893603,True,True,True,5.594286624982487,6485,6084,budget,results/stage4_upgrade_v1/adaptive/cache/4984474fbe6f251366f4cd03c58a021d936812b2856cad92671b15ec6d64a2d4.npz,96,True,2496,52,2496,4992,540192,6485,1103338,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.3,1.2,plus,23,fixed,development,-10.922987043080045,0.0056401178260563345,0.9911273398168302,0.04128446547800217,0.01644664165201712,0.01482788493633136,False,True,False,0.0028655839851126075,11,9,fixed_short,results/stage4_upgrade_v1/adaptive/cache/49c02317c580eae34abc1c799bff0944d9139e07c68673a53aa862a6f59d48ee.npz,16,True,48,0,0,0,176,11,374,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
12,0.3,0.9,ghz,11,cost,n12,-13.33323623177315,8.143142885449113e-05,0.9996295973668323,0.00994590495415321,0.005574608978659995,7.547616527769918e-05,True,True,True,8.032580458006123,3014,2781,budget,results/stage4_upgrade_v1/adaptive/cache/49d3b4b1610370d5f880402da003a5f1c59b4f3ea928267457cf41648ceef4e5.npz,127,True,4104,57,4104,8208,275300,3014,573044,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.325,0.15,ghz,11,cost,heldout,-5.466868900944866,9.295298354539128e-05,0.9993919195887314,0.0012147491678246025,0.0009222689082486468,0.0026181889411684978,True,True,True,1.2400439589982852,3443,3167,budget,results/stage4_upgrade_v1/adaptive/cache/49ebee4bf6cca26fc434ad615188fc495d8d1e2f8a5c5f45793c334789369c1c.npz,31,True,1968,41,1968,3936,230396,3443,475550,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.325,1.25,ghz,11,fixed,heldout,-10.351575576078739,0.12109923035939141,0.850292319104561,0.18718855037566842,0.04808248551711715,0.05808715316981894,False,False,False,0.0048242089978884906,28,25,fixed_short,results/stage4_upgrade_v1/adaptive/cache/4a1bdcd9d7161034788c97dc85ee3c8e09e64330a37604b16741e3dc0c1d5f27.npz,23,True,48,0,0,0,448,28,952,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.7,0.1,ghz,11,cost,map,-5.62868523180032,2.332278048744474e-05,0.5001308154496001,0.00012914570269340064,4.3061596604276886e-05,0.000945461490448371,False,False,True,3.9399516659905203,6291,5856,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/4a2db5138842588c5cc64b09fc759bfa5c8c21c19081b18159c8e3712289451e.npz,125,True,2304,49,2352,4704,471854,6291,965698,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.175,1.75,ghz,11,fixed,heldout,-14.284101220717325,0.09467210573899254,0.9048236437275797,0.16984708670415058,0.042551982156239704,0.04264028826935318,False,False,False,0.004046459012897685,20,19,fixed_short,results/stage4_upgrade_v1/adaptive/cache/4a67fb94fd381f53d1d367c0d2a3aba04fff370c15fab3bef4cf47a4234cab2e.npz,23,True,48,0,0,0,320,20,680,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.75,1.2,antiphase,11,cost,map,-11.267290282970169,0.000232197932287459,0.9998022287896988,0.0011902835962546154,0.00043252199948498604,0.0008365240425259879,True,True,True,2.6092599169933237,4588,4290,budget,results/stage4_upgrade_v1/adaptive/cache/4a71b6aa6c4179c1cb1ce33f742b58d7f18b73babaf29dbcc54cc3bb87ed7346.npz,128,True,2448,51,2448,4896,363554,4588,746076,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.175,1.25,antiphase,11,fixed,heldout,-1.3999999999999995,1.250439365541907,0.0092236757744983,1.1252189775073853,0.4024806929877376,0.8766519083835647,False,False,False,0.0023570419871248305,5,3,fixed_short,results/stage4_upgrade_v1/adaptive/cache/4a7ab043eb28a9a2d02a33d21856592e8dda8928e2eb62495e22224c1b595d9f.npz,6,True,48,0,0,0,0,5,10,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.2,1.6,antiphase,11,cost,map,-13.916076914463071,2.3565867447894462e-05,0.9999612392888114,0.005958042859342368,0.0021572882285424144,5.527716546527284e-05,True,True,True,4.038186958001461,8373,7877,budget,results/stage4_upgrade_v1/adaptive/cache/4aaf0bfd3e1c2eacd7e128b4e30fa926c95e2ce05413ad38a90677194c5a873c.npz,64,True,2592,54,2592,5184,716300,8373,1459714,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.65,1.5,plus,11,cost,map,-13.31246740163555,0.00010373268879937392,0.9999284260954805,0.000714979557102674,0.00024408211445876848,0.00028657851676006096,True,True,True,9.951389916997869,10794,10283,budget,results/stage4_upgrade_v1/adaptive/cache/4acb261d607e3f14ef42b63ffd0b27f409b9db567defc4c8aa04ecf9f7a2a156.npz,96,True,2688,56,2688,5376,905516,10794,1843372,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.3,0.5,antiphase,37,cost,development,-6.505141792768106,6.568694897346461e-06,0.9999803890919904,0.002965881980043439,0.0014795605400921286,0.00042284215343335596,True,True,True,2.012418250000337,5718,5357,budget,results/stage4_upgrade_v1/adaptive/cache/4ace65510d86c33f76bf8016713f14441f5d7552ee424653994c78efeaf55b0d.npz,96,True,2544,53,2544,5088,483088,5718,987788,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.3,1.9,ghz,11,cost,map,-16.147444370394197,3.200816439852261e-05,0.9999797322573175,0.0016969921178528625,0.0006455195327463858,6.364259441626885e-05,True,True,True,3.675434165983461,8549,8055,budget,results/stage4_upgrade_v1/adaptive/cache/4ad5c6402e7a0da6b6d1ca6d86b06dddbcf081a2e18eb71462b438fdf32eb32f.npz,63,True,2496,52,2496,4992,693990,8549,1415062,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.05,1.4,antiphase,11,cost,map,-12.60977673957303,4.5935840571997844e-05,0.9999595427282946,0.0028809175110645624,0.0014621054975916814,0.00034768643846161407,True,True,True,4.100031667010626,6668,6238,budget,results/stage4_upgrade_v1/adaptive/cache/4ad9138f11c1f974b5ff1b77b0c82234d4041349dc15530ad93f810b0a8488bb.npz,96,True,2640,55,2640,5280,574950,6668,1173796,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.15,0.6,plus,11,cost,map,-7.717192198469106,1.5299638193244647e-05,0.9999803347204104,0.0005010181955450443,0.00027546518617382887,0.0001158639091248248,True,True,True,4.193803458008915,7222,6816,budget,results/stage4_upgrade_v1/adaptive/cache/4afad029dbdaa8b6bc3fa14a71b8ce219fba3137085926b71f4916af4ed62e67.npz,96,True,2640,55,2640,5280,615190,7222,1255384,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.25,1.2,plus,11,cost,map,-10.991011099937499,2.489987038112318e-05,0.9999709068802464,0.003797378535012058,0.0013137495717574499,4.864591333553214e-05,True,True,True,5.156259791983757,10717,10146,budget,results/stage4_upgrade_v1/adaptive/cache/4b97567aaab397d35475290c991a14dc9a5d6bfb6fe59047856fa256e6a72787.npz,64,True,2640,55,2640,5280,883646,10717,1799286,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.825,0.85,ghz,11,cost,heldout,-9.073004735073678,0.0012931115772754076,0.9983505871900994,0.007381675260904136,0.002823952279346814,0.00298489802322055,False,True,False,3.034932457987452,4442,4144,budget,results/stage4_upgrade_v1/adaptive/cache/4baf74cc96301c58e56647abb76c95418f77f76ad994dd3d1aa140b8475b46fb.npz,127,True,2448,51,2448,4896,342040,4442,702756,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
12,0.3,0.2,ghz,11,cost,n12,-8.574335612611591,4.288505840473652e-05,0.9996087945956208,0.0008775747152052205,0.0007104483234978698,0.0012824338530626755,True,True,True,3.011206625000341,1496,1342,budget,results/stage4_upgrade_v1/adaptive/cache/4be2e308f638f27f267bf15c2ed0b4044d29b4d24bbb8099d31eb5577ff5af13.npz,95,True,3024,42,3024,6048,105096,1496,225280,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.3,1.2,antiphase,37,cost,development,-10.968037139688203,8.855750036618204e-06,0.9999922004254552,0.0008026443856348903,0.0002734870651540655,3.036288968982781e-05,True,True,True,3.3800325829943176,9779,9264,budget,results/stage4_upgrade_v1/adaptive/cache/4c0fa649813a6e895c6a4eb9970c3e3f8ed31ae5f13cf04f2d529de34578c6fd.npz,96,True,2592,54,2592,5184,814410,9779,1658746,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.3,0.8,ghz,11,cost,map,-8.235631838396134,6.950948674333546e-05,0.9998729395763201,0.009079435086423608,0.0036086180005596713,2.1820145625461862e-05,True,True,True,2.0301743750169408,5103,4778,budget,results/stage4_upgrade_v1/adaptive/cache/4c20a633a572359315b9d2e85ee81ef0f30091ffa458796c273ed6476cc858d8.npz,95,True,2448,51,2448,4896,407296,5103,834590,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
