n,kappa,h,label,level,evidence,source,bc
8,0.45,1.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/079410e128f064664ce3550648e1704579634eaaf41ff04c7d06577f621cc9b5.npz,PBC
8,0.45,1.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/15f0387409b2f8b50d38ceab722a8972ae330684991e149a06d5b44f56524174.npz,PBC
8,0.45,1.4,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/b3b4304ba4fa86bcdea6ceffb810594639826e2314416bc364d5e63ced5a1614.npz,PBC
8,0.45,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f9197907ee03b3c24a26dd5ef605f83110794a55e8524c4affe28a14d80aab3c.npz,PBC
8,0.45,1.5,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/ce58b13bb97be9e332d296a6a122b37399f15d265cc064455781920aee738f46.npz,PBC
8,0.45,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8cb6d89f7ac9395c955a25a452ee3db9e10b2c43702fb3fa17c1eb37d4d6325b.npz,PBC
8,0.45,1.6,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/25815ae4f9ac0bde01c802d2420a9216444f35356d6fad5c009ac59a4038cd7c.npz,PBC
8,0.45,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/37579b228c071bbdd420f6aa48f85cd6828a714c6da693279b1c8bebcc0f1b41.npz,PBC
8,0.45,1.7,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/45688ea408a8976989cff242c8d52eed5f2a1ac9370cb8821fb5f92443fb8b57.npz,PBC
8,0.45,1.75,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/19665c4752b6978dfcb6006fd9a767918ccb14b9f3f9a365abaf041735b0b2c3.npz,PBC
8,0.45,1.8,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/87f7b417b874b86523e4f2c4be75d8f6ac16ded3ced8943d862613339bb9fdd7.npz,PBC
8,0.45,1.85,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/fa36d5af863512f7cdbfd6097f321fb7957b38235f26872fecaba8994778b21f.npz,PBC
8,0.45,1.9,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/900fad1181007f3f9fe8946a3810556ea3069c9dfc2d00566124bb6ef08884eb.npz,PBC
8,0.45,1.95,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/d4cb95e03488b28f1b4f77f7ae2feb9c6741262bae324af6049f31b154bab245.npz,PBC
8,0.45,2.0,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/e593abf7da291221869d2df668d2a04081a848ee134c761f47f70ef0e3a02149.npz,PBC
8,0.475,0.01,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3c6fc849da97fdbf251c938e7cf510c704460563f7a7b7c69cf13275ec7a8f89.npz,PBC
8,0.475,0.02,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/514b9724079a082bb65579ba07f77e5c5d68ae2cdb6194540eb8253c218f153e.npz,PBC
8,0.475,0.025,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/0ac7d96a9666ae8d208e0dc22e7240ca1822b70be8c394d4e19da047518367f9.npz,PBC
8,0.475,0.035,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/4c3ee84eb7587276f92dca857d24d3e2e9461568f52c0fb2eb80750211fb2962.npz,PBC
8,0.475,0.0375,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/15e8a723b9dd3becde80aebdce6cf3226073f77a9434489f0bc9d02ac8e02ae7.npz,PBC
8,0.475,0.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/95fac06d226e586c785dd25c5bb09660b5dc815de17a6636b6071ac79515aa3b.npz,PBC
8,0.475,0.0625,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/1376223717a3016f3274128fa01e107b5b48114c6c33cab63f5ec96abcedcaf6.npz,PBC
8,0.475,0.075,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5b26d361748728d78dbf97a376e0007d768dc426f41633c6f6c16f72a4feceda.npz,PBC
8,0.475,0.0875,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/92125f2ad7ca801d86566148cfc85e9cd331eead6868820dddf9f8ff6e049071.npz,PBC
8,0.475,0.1,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/30b2ed89b6fa69848d18f10e4d17e379d02324ba35431ce8eacb2d1db0d9b028.npz,PBC
8,0.475,0.1125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/52fdac46836928016b8f0f58e5050ae2b887b9d9aa1a83f94b4deb4e7d9c33b2.npz,PBC
8,0.475,0.125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3a2a6d7d3d716067eaa41927f0a531b38bc713482a04d028d78547a2773e6ffb.npz,PBC
8,0.475,0.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/fa45ded7b2a89aed156927856beee29923583cd5d7df234e4b62ea4eedef3920.npz,PBC
8,0.475,0.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/7cb812c621f05dca87fec68bd08d4e99cbed6d693a2c16bef5b49598ccc65892.npz,PBC
8,0.475,0.2125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8ea8bb49a35e1249248f8a8ca37386cea2c46cb9034a6a3b7c676ba0e5e392c8.npz,PBC
8,0.475,0.225,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c24c7ca33040cd61088c6e7e6148509eb6cf22fcb3961e38ca206b2dee120c3d.npz,PBC
8,0.475,0.2375,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/39ef7b745cfbb86f654ed66505ff7e7e212a98787593b636c2b41274001064d2.npz,PBC
8,0.475,0.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/b54ba5b61bf188693a1657bbfe77ece6040e3b959ac0d9af6888f16212d3896c.npz,PBC
8,0.475,0.2625,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/6791f8ca04238a1e8a488a8e727988472ecc11b8ca4165c9bd828193f28a6036.npz,PBC
8,0.475,0.275,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/efef6e4af32d9443476e9541bb857f77357f6e0b848efc71fb08dde52c452b30.npz,PBC
8,0.475,0.2875,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/10b3750afa26d534282da3e19032c3507ef7becaba9abd4a6f99154f57388e1f.npz,PBC
8,0.475,0.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/bfbed962fa6a50fc7b901cebd0510c4552e083d7fb80d4bbe176826818c05e01.npz,PBC
8,0.475,0.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/b1f2da2a58e9f0ccfecbaf7625e31623a1e3e5de7e1b434170a5379a43bed43e.npz,PBC
8,0.475,0.4,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/cb1ace5c6d79923f33341a70ce5e9814431d4e2fe3d219fc74ac09177a7fc0b9.npz,PBC
8,0.475,0.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/dca9cda212894f1efedf67dabc95a8c80f661f23773d5ac52bdb56388c240f59.npz,PBC
8,0.475,0.5,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/d82a983aeeec3d8d1a3e69b34bdfc87167ed980adb7fbca0a2af12caa55b9c91.npz,PBC
8,0.475,0.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/aba350ac1c2d7b842db14aae171f52d8324f384cf3799a1cb2830ffedb93d97a.npz,PBC
8,0.475,0.6,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5f6f713ed19f7a95ce36c440e27f3e7ddaacfa3800f3a9c921e50b5a07c3dc7a.npz,PBC
8,0.475,0.65,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/63189e6ae317671aa69006714e158ab5154d559227f5d5f1181478c5d33cbe2c.npz,PBC
8,0.475,0.7,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e6bf1a20c576231627dcc449dcff5bdc3f13b4af233444069b407a8dcb696abd.npz,PBC
8,0.475,0.75,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/2e3a865f7f30a029641699a52e9d600ee3a0e57b97879c690fac80b74c40fe41.npz,PBC
8,0.475,0.8,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/123512766c962146cc0271d6fb872713f996cfe3d7d9a7de229a1f4f5f382996.npz,PBC
8,0.475,0.85,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/494478f791d882082f1b7881a2b036c3b037567076b7c71d0d295fa22d743552.npz,PBC
8,0.475,0.9,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/fcf65209f1873f6bf267cdda3af11c297063916e2a11ac305650569f673e6d74.npz,PBC
8,0.475,0.95,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/21cbd499c3ed29806733afc9e5e7f034c6092d8a0b1665dee46e0d5e62c7c96e.npz,PBC
8,0.475,1.0,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/fed71b9f4517aca9140b2d51cc67e4aa6325d2e0463d464caf5c43a9866405d6.npz,PBC
8,0.475,1.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/0493abf439910f09dc587fed212bfca6c1f38c04c57b7d2b76cd9ecb05db06ac.npz,PBC
8,0.475,1.1,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/002e5aa72325cfde52c8b461d24f80ba3555e0ef3405136c29af9c3fffcf5d8b.npz,PBC
8,0.475,1.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/21c573e0174fb68cffe5c8b1633012c6ac394df670db7eef6aecef83dc8d7b19.npz,PBC
8,0.475,1.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/22a21da819c9ca38fd5cddb5f6b04ddc684e10760ada0b50685e64d1e5091152.npz,PBC
8,0.475,1.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/be1c1c7f526c65aecca269c4524938577216aee1941be4be7b10cad3f608d9c0.npz,PBC
8,0.475,1.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8aab7f3ec159c6e5362ab3971bbdcdf6c55c7ce87350734abfa1a677619796ad.npz,PBC
8,0.475,1.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/2162cc1ada90be39303a5a3f0025375a56c4f06e2755461dd088e5b23809b4fa.npz,PBC
8,0.475,1.4,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/a595887bb5ffbe4f06ce3c2d0b51d37aa37220fa752ecf9f08519ac7cbdb03d3.npz,PBC
8,0.475,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/9c676c27a05d80da06321876751ac36736454c7a0127f973cfcfca5353c53199.npz,PBC
8,0.475,1.5,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/82754c6f9915d867804a3792c70a73b4939e73ad47c8bb4eb6a8b7209158b5d1.npz,PBC
8,0.475,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/788ee6c6e8824fe96fb69e8ffd1f000a9abe043bd1bad162e150f9ad5a67b98f.npz,PBC
8,0.475,1.6,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/6e3d800322452d8c398d899cc5417569a3ca0eb5ad8a627395c05659f1db20f9.npz,PBC
8,0.475,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/d9b6955a9dd6cad48acc46add4507531e62d29af7bf27fc9eec5f14213ffadef.npz,PBC
8,0.475,1.7,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/ed9d3b3938106652e49538306cc0cf7c1da7654f77874f4e83605421f8a23079.npz,PBC
8,0.475,1.75,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/69ffb44d2caa5501d9c44f2296385855e0bbde52ec656e96478a9e6b9634222e.npz,PBC
8,0.475,1.8,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/18ba872e58ba26e1264c80a449cb432ed9fd6d2fc00d1093bfcae3d82c6430e6.npz,PBC
8,0.475,1.85,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/cf059f8aa80117e75fca4d1d933ab3a163c82be5ce7f44effd5c1c252dd85a95.npz,PBC
8,0.475,1.9,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/7f72f245825fc462737a4cffe589bdaa679c3681c6a422e77b6a75523c9cf521.npz,PBC
8,0.475,1.95,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/e526900a67a970523cc8f7817751c25d9bfe6daaf491b0b5560cdf06a09cf70b.npz,PBC
8,0.475,2.0,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/d7fb9451c0cc179d2816c1e3789416610875b4cb1e2ad0c2803ecc0f6dc44f5f.npz,PBC
8,0.5,0.01,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/57f4778782cb3120d3fd956a593d84307fa93730baf97c4a59fb83a86dc3c00c.npz,PBC
8,0.5,0.02,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/19860836dccb6fcae341b64bdaf503e8c89239be071b68ce2fb64012e9779370.npz,PBC
8,0.5,0.035,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/9e3d8551f5033b58f92a62ea9bd745dd29d66b157d74c7fc2cf240d6348e287d.npz,PBC
8,0.5,0.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5727d6fcd6fd7ced6fab312df1ff8ebc5cdd7c3ab599ebb0636d8a6518bd5d07.npz,PBC
8,0.5,0.075,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c7fe8c1b2e357670efdf9eb62c8559cc659baad1f56805ea181217cd7cc62685.npz,PBC
8,0.5,0.1,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/16dabc86e9c6ef1399d638a5d00e25f67f4a3cac90cf606bae7e7a2c63e38b4f.npz,PBC
8,0.5,0.125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/38bfd37381274089c6dc83c7e57b1fc9f8e34587678798a9c72f06841f480ca0.npz,PBC
8,0.5,0.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/d0fd98a4e68cde3f9743ff7f6d5c2913790820b3f76aec4723fe478510569c51.npz,PBC
8,0.5,0.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/ebb450fe5b86d008146c212fe2eda29af5b756ce8da85d985bbb3b915a724b4a.npz,PBC
8,0.5,0.2125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/ec45ab3bdf02fe453bc0e6cf584d332ee5a406933c1ddbfa995f458b9917d7b1.npz,PBC
8,0.5,0.225,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/65280afcc240a0212c02ce7a0e0363a1e1247b3d5cdabdd5a253a84c6036c2bd.npz,PBC
8,0.5,0.2375,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/bd54964d719505c0d3fd6bacef59316389543b2a5d75001238736a9029860a8d.npz,PBC
8,0.5,0.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/1d7519981795cc09293db2d405ccd0e97341bf70c8049bc0aed79cb86683070e.npz,PBC
8,0.5,0.2625,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/54d44825c81227de20ccbe5bcc4a284584490fd20d346d071dd900ae8cee289e.npz,PBC
8,0.5,0.275,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8ddd4c3ca2b88cd28ad34bbaad89b4a543676543f213944d8a3f484e064c782d.npz,PBC
8,0.5,0.2875,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/127c74b306b54dab32bc81779497a1a271458d366340eac30a062962125ffbd4.npz,PBC
8,0.5,0.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/704e60b9d3b4aded277e7b8d6730fd9eaf5445e42e1acddd20a9b8135ea84557.npz,PBC
8,0.5,0.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/ce42a0a6c16a57c6c7c4962f3831cd5c391bbdabec6cb270e1dbde485bb47517.npz,PBC
8,0.5,0.4,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f4c0e8aacfc8a93f8f739188529bf78e0d04ea18ce15aa877a20873dc4a9ce3b.npz,PBC
8,0.5,0.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c4760bd53e45d79215a70ae10a6820ca84e3be25e19acbc727a4c35961c1e6d3.npz,PBC
8,0.5,0.5,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/288f6396292e7c121735fe1b917858d709c2d5bec3e58a03e74ef1cfe5f66bd3.npz,PBC
8,0.5,0.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/0c15d6097aaec463caf365d1f928db8d3eeabb5c2808e83cee4dc079df3f0122.npz,PBC
8,0.5,0.6,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/892c9b0ee72825ca84da5a30bc9fc12c442f27c80669ff44cf03bce2069634ec.npz,PBC
8,0.5,0.65,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/ffe25db65217b0272b0e853b242dbc12c8bf9a80cee4af4610872b0e8c53c730.npz,PBC
8,0.5,0.7,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/a6b272d6807180e70057ebfb23958f52cf5f3639f50c3e7a80bf69cf147f6623.npz,PBC
8,0.5,0.75,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/12eb168a1b7a4bcb272340bbb1ab18cf26ba8ea131e6620aa75b2e76ff86536d.npz,PBC
8,0.5,0.8,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3bdac41a31c796ba8a5ccbbfbfc097228221017d5ecdcdf0a865b4c1fef5294c.npz,PBC
8,0.5,0.85,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5781d01ea7c8225c6fef3d01d12407c3adca0a0f7402a475efc54f52e1197eb6.npz,PBC
8,0.5,0.9,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/1fce57b8dd695d4c5c3cc942424ef514ae26200217faa29d2dd2b354b6646c50.npz,PBC
8,0.5,0.95,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/25aa8327f8b4dbd5f0e2fe250d44a8a5185710d1f59007dfb2b9a97d8c208047.npz,PBC
8,0.5,1.0,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/58f7a5b8ba2f91366ff62fe69e4742696aa7778ee239d92e89c432c1654aabff.npz,PBC
8,0.5,1.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/371be76ccffd676d347dde4cfe0f16631d8b671b7e7ee95b2e1dad0fa68e4533.npz,PBC
8,0.5,1.1,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c7ad2887b9acb3673ff5ae30217cbd70b7f95e8b37930986808ee495e079af6a.npz,PBC
8,0.5,1.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/0bdca419c13081038150ac474c4888423dbd5497e905334220f51d5ae97c7e99.npz,PBC
8,0.5,1.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/24d628c371b647c242017434e3d97693e557ce6572da8f77e8e0e7a11a71d24f.npz,PBC
8,0.5,1.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c72f581d17f87ff9448a01a55577c0a5fa4ec8ba60cb5ccffa24cc3aa510db03.npz,PBC
8,0.5,1.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/ac8c15b3bd714ba335348804aa3a7c76165d9006540cf3d3071a0de06530734f.npz,PBC
8,0.5,1.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/2b4300a8d576ceddab0bb87e3e0a43ae1fa8f0f595a768b5dd3e552b1fe525b8.npz,PBC
8,0.5,1.4,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/50bf91cb4f96318dc747b2e1c55b3acfde5aebc4c0ae3000f5299c40cb4fc4a9.npz,PBC
8,0.5,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/88ac4671c2337e41bae16b5f6cf210f74ab342449f1356d8f8eda88b404d9872.npz,PBC
8,0.5,1.5,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e9909ea599b8f0e4b08b53edddbf12e2d7a90f3f37cd6d1c83840d404a49d99b.npz,PBC
8,0.5,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/6ea5021a1256afc69cf4fc62ff49bdb577fe378b64c2252f88af8bc11226adac.npz,PBC
8,0.5,1.6,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/124509b94219c4e4937e0395a66f09860bee79781ad85da16ca10f5bbc8d26c5.npz,PBC
8,0.5,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/5e2ec19e56fcda5754e35063f94a056a0230924001efc9c2338e0cbc8aabbadd.npz,PBC
8,0.5,1.7,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/dd291f6fd8531cb6c6298cd995591c778b644c624b22b473fd646ff299226543.npz,PBC
8,0.5,1.75,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/eed6f1edd8285151765b1895a81599e94717df4699d292b1de643c09ccd2a1f7.npz,PBC
8,0.5,1.8,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/5077f8e5f33679cc1ca47c5f799b37b5dbec3b636727050628bcd3a2083648c6.npz,PBC
8,0.5,1.85,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/e06d8096db8081f69cfcdd25477b50e2711f1c58b53c54b455a151f2baae5a3c.npz,PBC
8,0.5,1.9,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/743c394134e20df0fdd4b4d090424df24bec8bf393d0597bdc6cc74908f48410.npz,PBC
8,0.5,1.95,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/a306925eec28a311e7914b4c98798c8b708914423aa7b3835baba09f59bb33fb.npz,PBC
