n,kappa,feature,level,bc,resolvable,low,high,position,all_peaks,competing,physical_interpretation,reference_numerical_ambiguous_count
12,0.45,chi_f,RN,PBC,True,0.1,0.125,0.1125,"[{'index': 5, 'coordinate': 0.1125, 'value': 2995.1612169170076, 'interval_low': 0.1, 'interval_high': 0.125, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 8, 'coordinate': 0.225, 'value': 20.685046978335777, 'interval_low': 0.2, 'interval_high': 0.25, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.5,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.02220772025403779, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.09999999999999987}, {'index': 26, 'coordinate': 1.9, 'value': 0.0013644428413572846, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.5,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.030914284757294075, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.09999999999999987}, {'index': 26, 'coordinate': 1.9, 'value': -0.0007757299420647912, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.5,dmx_dh,RN,PBC,True,0.2,0.25,0.225,"[{'index': 8, 'coordinate': 0.225, 'value': 0.6296543359772256, 'interval_low': 0.2, 'interval_high': 0.25, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.5,chi_f,RN,PBC,True,0.125,0.15,0.1375,"[{'index': 6, 'coordinate': 0.1375, 'value': 3.0975557450351774, 'interval_low': 0.125, 'interval_high': 0.15, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.55,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.002122101271301366, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.09999999999999987}, {'index': 5, 'coordinate': 0.1125, 'value': -0.033047464784484316, 'interval_low': 0.1, 'interval_high': 0.125, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 26, 'coordinate': 1.9, 'value': -0.001201879718683853, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.55,minus_dmap_dh,RN,PBC,True,0.075,0.1,0.0875,"[{'index': 4, 'coordinate': 0.0875, 'value': 17.94718888190464, 'interval_low': 0.075, 'interval_high': 0.1, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 26, 'coordinate': 1.9, 'value': 0.0008889462277084104, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.55,dmx_dh,RN,PBC,True,0.075,0.1,0.0875,"[{'index': 4, 'coordinate': 0.0875, 'value': 16.593786231187025, 'interval_low': 0.075, 'interval_high': 0.1, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 10, 'coordinate': 0.32499999999999996, 'value': 0.5851953475062445, 'interval_low': 0.3, 'interval_high': 0.35, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.55,chi_f,RN,PBC,True,0.075,0.1,0.0875,"[{'index': 4, 'coordinate': 0.0875, 'value': 7673.339161592907, 'interval_low': 0.075, 'interval_high': 0.1, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 10, 'coordinate': 0.32499999999999996, 'value': 2.1939164018377184, 'interval_low': 0.3, 'interval_high': 0.35, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.8,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.1, 'value': -0.0067576299475138255, 'interval_low': 0.05, 'interval_high': 0.15, 'endpoint': True, 'step': 0.10000000000000002}, {'index': 18, 'coordinate': 1.9, 'value': -0.009706349487841477, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.8,minus_dmap_dh,RN,PBC,True,0.45,0.55,0.5,"[{'index': 4, 'coordinate': 0.5, 'value': 1.7899792462371042, 'interval_low': 0.45, 'interval_high': 0.55, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.8,dmx_dh,RN,PBC,True,0.45,0.55,0.5,"[{'index': 4, 'coordinate': 0.5, 'value': 2.351028765295868, 'interval_low': 0.45, 'interval_high': 0.55, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
12,0.8,chi_f,RN,PBC,True,0.45,0.55,0.5,"[{'index': 4, 'coordinate': 0.5, 'value': 30.722740152206296, 'interval_low': 0.45, 'interval_high': 0.55, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.0,minus_dm0_dh,RN,PBC,True,0.95,1.05,1.0,"[{'index': 9, 'coordinate': 1.0, 'value': 1.7147201414892517, 'interval_low': 0.95, 'interval_high': 1.05, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.0,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.1, 'value': -0.003154407951377614, 'interval_low': 0.05, 'interval_high': 0.15, 'endpoint': True, 'step': 0.10000000000000002}, {'index': 18, 'coordinate': 1.9, 'value': -0.010725367259854249, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.0,dmx_dh,RN,PBC,True,0.95,1.05,1.0,"[{'index': 9, 'coordinate': 1.0, 'value': 1.02604125063972, 'interval_low': 0.95, 'interval_high': 1.05, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.0,chi_f,RN,PBC,True,0.95,1.05,1.0,"[{'index': 9, 'coordinate': 1.0, 'value': 7.306783586150816, 'interval_low': 0.95, 'interval_high': 1.05, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.3,minus_dm0_dh,RN,PBC,True,0.35,0.45,0.4,"[{'index': 3, 'coordinate': 0.4, 'value': 3.53063447349077, 'interval_low': 0.35, 'interval_high': 0.45, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.3,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.1, 'value': -0.006977514355610005, 'interval_low': 0.05, 'interval_high': 0.15, 'endpoint': True, 'step': 0.10000000000000002}, {'index': 18, 'coordinate': 1.9, 'value': -0.004920455833562355, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.3,dmx_dh,RN,PBC,True,0.35,0.45,0.4,"[{'index': 3, 'coordinate': 0.4, 'value': 2.0242157401885885, 'interval_low': 0.35, 'interval_high': 0.45, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.3,chi_f,RN,PBC,True,0.35,0.45,0.4,"[{'index': 3, 'coordinate': 0.4, 'value': 38.957712211413345, 'interval_low': 0.35, 'interval_high': 0.45, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.45,minus_dm0_dh,RN,PBC,True,0.1,0.125,0.1125,"[{'index': 5, 'coordinate': 0.1125, 'value': 33.14393864423424, 'interval_low': 0.1, 'interval_high': 0.125, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 23, 'coordinate': 1.6, 'value': 0.003488633095397741, 'interval_low': 1.55, 'interval_high': 1.65, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.45,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.001594659122941544, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.09999999999999987}, {'index': 8, 'coordinate': 0.225, 'value': -0.05245113649976639, 'interval_low': 0.2, 'interval_high': 0.25, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 26, 'coordinate': 1.9, 'value': -0.0017358529970230875, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.45,dmx_dh,RN,PBC,True,0.1,0.125,0.1125,"[{'index': 5, 'coordinate': 0.1125, 'value': 9.69372161714557, 'interval_low': 0.1, 'interval_high': 0.125, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.45,chi_f,RN,PBC,True,0.1,0.125,0.1125,"[{'index': 5, 'coordinate': 0.1125, 'value': 3797.177219667494, 'interval_low': 0.1, 'interval_high': 0.125, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.5,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.027617879131840162, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.09999999999999987}, {'index': 26, 'coordinate': 1.9, 'value': 0.001038650871119097, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.5,minus_dmap_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.014524794549667513, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.09999999999999987}, {'index': 26, 'coordinate': 1.9, 'value': -0.0005607993988539236, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.5,dmx_dh,RN,PBC,True,0.15,0.2,0.175,"[{'index': 7, 'coordinate': 0.175, 'value': 0.7473677474688831, 'interval_low': 0.15, 'interval_high': 0.2, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.5,chi_f,RN,PBC,True,0.1,0.125,0.1125,"[{'index': 5, 'coordinate': 0.1125, 'value': 10.352165370233452, 'interval_low': 0.1, 'interval_high': 0.125, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.55,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.015, 'value': -0.0015915686686781363, 'interval_low': 0.01, 'interval_high': 0.02, 'endpoint': True, 'step': 0.09999999999999987}, {'index': 4, 'coordinate': 0.0875, 'value': -0.017863093412301682, 'interval_low': 0.075, 'interval_high': 0.1, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 26, 'coordinate': 1.9, 'value': -0.0008970245204931183, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.55,minus_dmap_dh,RN,PBC,True,0.05,0.075,0.0625,"[{'index': 3, 'coordinate': 0.0625, 'value': 18.319409835750335, 'interval_low': 0.05, 'interval_high': 0.075, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 26, 'coordinate': 1.9, 'value': 0.0006888452121273101, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.55,dmx_dh,RN,PBC,True,0.05,0.075,0.0625,"[{'index': 3, 'coordinate': 0.0625, 'value': 15.350316570242837, 'interval_low': 0.05, 'interval_high': 0.075, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 9, 'coordinate': 0.275, 'value': 0.7644237396057687, 'interval_low': 0.25, 'interval_high': 0.3, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.55,chi_f,RN,PBC,True,0.05,0.075,0.0625,"[{'index': 3, 'coordinate': 0.0625, 'value': 14653.119205686873, 'interval_low': 0.05, 'interval_high': 0.075, 'endpoint': False, 'step': 0.09999999999999987}, {'index': 9, 'coordinate': 0.275, 'value': 6.786358342996934, 'interval_low': 0.25, 'interval_high': 0.3, 'endpoint': False, 'step': 0.09999999999999987}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.8,minus_dm0_dh,RN,PBC,False,,,,"[{'index': 0, 'coordinate': 0.1, 'value': -0.005063443835577901, 'interval_low': 0.05, 'interval_high': 0.15, 'endpoint': True, 'step': 0.10000000000000002}, {'index': 5, 'coordinate': 0.6000000000000001, 'value': -0.0376351420911162, 'interval_low': 0.55, 'interval_high': 0.65, 'endpoint': False, 'step': 0.10000000000000002}, {'index': 18, 'coordinate': 1.9, 'value': -0.007553980200022691, 'interval_low': 1.85, 'interval_high': 1.95, 'endpoint': True, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.8,minus_dmap_dh,RN,PBC,True,0.35,0.45,0.4,"[{'index': 3, 'coordinate': 0.4, 'value': 2.3734804194405648, 'interval_low': 0.35, 'interval_high': 0.45, 'endpoint': False, 'step': 0.10000000000000002}, {'index': 15, 'coordinate': 1.6, 'value': 0.009591172156571971, 'interval_low': 1.55, 'interval_high': 1.65, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.8,dmx_dh,RN,PBC,True,0.35,0.45,0.4,"[{'index': 3, 'coordinate': 0.4, 'value': 2.5116636720816437, 'interval_low': 0.35, 'interval_high': 0.45, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
16,0.8,chi_f,RN,PBC,True,0.35,0.45,0.4,"[{'index': 3, 'coordinate': 0.4, 'value': 73.64722748749091, 'interval_low': 0.35, 'interval_high': 0.45, 'endpoint': False, 'step': 0.10000000000000002}]",[],"Finite-size named feature only; C and SF are Fourier-related, not independent evidence",0
multiN,0.8,antiphase_to_candidate_floating,Rlarge_OBC_bracket,OBC,False,,,,,,"Bracket of supported sampled sides, with unresolved points retained; not a midpoint estimate, thermodynamic exact boundary or statistical confidence interval.",
multiN,0.8,candidate_floating_to_paramagnetic_side,Rlarge_OBC_bracket,OBC,False,,,,,,"Bracket of supported sampled sides, with unresolved points retained; not a midpoint estimate, thermodynamic exact boundary or statistical confidence interval.",
